Rank,Name,Type,Tags
9404,Kouya no Shounen Isamu,TV,action adventure shounen
9406,Tong Zhi Zhe,Web,action shortepisodes
9407,Licensed by Royal Special,DVD S,originalwork
9408,Hi-sCool! Seha Girls Special,DVD S,comedy anthropomorphic chibi parody virtualreality cganimation originalwork
9409,Drive Agent Personal: Shiawase wo Mamoru Mono,Web,drama promotional
9412,Di Gi Charat,TV,comedy aliens chibi episodic gag non-humanprotagonists shortepisodes
9413,Nippon-ichi no Otoko no Tamashii,TV,comedy ecchi crude shortepisodes basedonamanga
9414,Manga Nippon Mukashibanashi,TV,familyfriendly historical japanesemythology supernatural
9415,Freedom Prologue,DVD S,scifi originalwork
9416,Oyoge! Taiyaki-kun,Other,animalprotagonists non-humanprotagonists shorts
9417,COSMIC!,Web,fantasy angels nodialogue reincarnation shorts
9418,Seijuu Kirin Creative Relay,Other,promotional shortepisodes
9421,Robber's Company,Web,action shortepisodes thieves cganimation
9425,Nutcracker Fantasy,Movie,fantasy stopmotionanimation
9426,Nana Seven of Seven,TV,comedy romance shounen henshinheroes schoollife splitpersonality superheroes supernatural superpowers originalwork
9427,Ibuseki Yoruni,Web,japananimator'sexhibition political shorts explicitsex  explicitviolence  maturethemes
9433,GeGeGe no Kitarou: Nippon Bakuretsu!!,Movie,japanesemythology supernatural youkai shigerumizuki
9434,Takoyaki Mant-Man,TV,comedy scifi basedonapicturebook
9435,Jungle King Tar-chan,TV,action adventure comedy ecchi shounen crude forest handtohandcombat jungle tournaments basedonamanga maturethemes  physicalabuse masayatokuhiro
9436,Gundam Neo Experience 0087: Green Divers,Movie,mecha scifi
9439,Watashi to Watashi: Futari no Lotte,TV,shoujo sliceoflife familyfriendly siblings basedonanovel
9440,Mobile Suit Gundam 0083: Stardust Memory Picture Drama,DVD S,mecha scifi picturedrama realrobot
9442,Fate/Kaleid Liner Prisma Illya Movie: Vow in the Snow Special,DVD S,comedy fantasy breakingthefourthwall gag shorts basedonamanga
9443,Danguard Ace,TV,action mecha scifi outerspace superrobot
9444,Kikou Keisatsu Metal Jack,TV,action scifi police originalwork
9449,in the sea and near a girl.,Other,shorts originalwork
9450,Muku no Ki no Hanashi,Movie,blackandwhite demons nodialogue shorts originalwork
9451,Angel's 3Piece!,TV,comedy drama sliceoflife music basedonalightnovel
9452,Tatakae! Osper,TV,action scifi
9453,Sword Art Online: Sword Art Offline - Extra Edition,DVD S,comedy chibi
9454,Days of Urashimasakatasen: RAINBOW,Web,comedy sliceoflife chibi idols
9456,Busou Shinki Moon Angel,Web,scifi androids non-humanprotagonists robots shortepisodes
9459,Teekyuu 4,TV,comedy shounen gag schoolclub schoollife shortepisodes basedonamanga roots
9460,Kirby: Right Back At Ya! - Kirby 3D,Other,action adventure comedy fantasy aliens monster-of-the-week non-humanprotagonists shorts basedonavideogame cganimation
9461,Dallos Special,Movie,action scifi dystopia originalwork
9462,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,Other,basedonavisualnovel
9463,Qualidea Code,TV,action scifi schoollife superpowers basedonalightnovel
9464,Burn Up! Excess,TV,action ecchi police originalwork violence
9466,Hana wa Saku,Other,sliceoflife countryside promotional
9467,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Web,educational familyfriendly
9468,Sandwhichman Touhoku Ai Bottle,Other,commercials foodandbeverage promotional shortepisodes
9472,Teekyuu 3,TV,comedy shounen gag schoolclub schoollife shortepisodes basedonamanga roots
9473,Chiruri,Web,drama nodialogue shorts
9474,Mach Girl,TV,comedy cars racing shortepisodes
9476,"Oh, Suddenly Egyptian God",Web,comedy sliceoflife africa chibi contemporaryfantasy egyptianmythology gods non-humanprotagonists shortepisodes slapstick supernatural
9477,Night Raid 1931: Demon of the Opium Den,DVD S,mystery psychicpowers superpowers druguse  maturethemes
9479,Heidi,TV,19thcentury countryside europe familyfriendly familylife historical orphans switzerland worldmasterpiecetheater basedonanovel
9480,Catman Specials,DVD S,comedy sliceoflife animalprotagonists anthropomorphic cats non-humanprotagonists flashanimation
9481,The Curlydog Story,Other,dogs nodialogue pets
9483,Rilakkuma: Korilakkuma no Funwari Kawaii Yume,Web,animalprotagonists bears nodialogue non-humanprotagonists promotional san-xcharacters shorts
9485,Bananya,TV,comedy sliceoflife animalprotagonists cats familyfriendly foodprotagonists iyashikei non-humanprotagonists shortepisodes originalwork
9487,Ranpo Kitan: Game of Laplace,TV,mystery crime detectives noitamina druguse  maturethemes  physicalabuse  violence  domesticabuse
9488,Re-Kan!,TV,comedy seinen schoollife supernatural basedonamanga hinakoseta
9489,Shounen Ashibe: Go! Go! Goma-chan (2017),TV,comedy sliceoflife animalprotagonists familyfriendly non-humanprotagonists pets shortepisodes basedonamanga hiromimorishita
9491,Next A-Class,Web,scifi cars promotional shorts urbanlegend
9493,Astro Boy (1980),TV,action shounen androids non-humanprotagonists robots superheroes basedonamanga osamutezuka
9494,Tsuritama: Harikitte Contest,DVD S,comedy scifi aliens picturedrama
9497,Tiger Mask W,TV,shounen sports handtohandcombat wrestling basedonamanga naokitsuji
9499,Dr. Slump Movie 10: Arale no Bikkuriman,Movie,comedy akiratoriyama
9500,Jiu Se Lu,Movie,fantasy chineseanimation shorts
9502,Tayo the Little Bus 2,TV,cars familyfriendly koreananimation shortepisodes cganimation
9503,Ozmafia!! Special,DVD S,shoujo chibi schoollife basedonanotomegame basedonavisualnovel
9504,Turn A Gundam I: Earth Light,Movie,action mecha scifi military political
9505,RIN-NE CM,Other,shounen japanesemythology promotional reincarnation shinigami supernatural basedonamanga rumikotakahashi
9506,GoShogun: The Time Etranger,Movie,action scifi originalwork violence
9507,Patalliro! Stardust Keikaku,Movie,bl comedy romance shoujo shounen-ai basedonamanga
9508,Bollogi Iyagi,Other,drama romance koreananimation stopmotionanimation
9509,30th Gundam Perfect Mission,Other,action mecha scifi shorts
9511,Kyoto Animation CM: Suiei-hen,Other,commercials promotional shorts swimming basedonalightnovel
9512,Tayo the Little Bus: Tayo's Toy Adventure - Mission Ace 2,Web,adventure cars familyfriendly koreananimation cganimation
9515,The Qwaser of Stigmata II,TV,action ecchi shounen all-girlsschool borderlineh fetish pantyshots supernatural superpowers basedonamanga explicitsex  violence hiroyukiyoshino
9516,All Purpose Cultural Cat Nuku Nuku Special 1,DVD S,action comedy scifi seinen androids non-humanprotagonists robots basedonamanga
9517,The Wonderful Adventures of Nils Holgersson,TV,adventure countryside europe familyfriendly
9518,Akiba's Trip: The Animation,TV,action comedy ecchi fantasy otakuculture parody vampires basedonavideogame nudity
9520,Kick & Slide: Kids B Happy no Ambassador wo Sagase!!,Web,comedy aliens animalprotagonists familyfriendly non-humanprotagonists robots vampires originalwork
9523,CLAMP School Detectives Shorts,DVD S,comedy
9532,Hello Kitty: Stump Village,TV,animalprotagonists anthropomorphic cats familyfriendly non-humanprotagonists sanriocharacters shortepisodes cganimation
9533,Nyuru Nyuru!! Kakusen-kun 2nd Season,TV,familyfriendly shortepisodes
9534,Benpiyaku Colace,Web,comedy sliceoflife animalprotagonists commercials non-humanprotagonists promotional shortepisodes
9535,Don Chuck Monogatari,TV,adventure animalprotagonists anthropomorphic familyfriendly non-humanprotagonists
9536,Onigakure Yama no Soba no Hana,Movie,demons familyfriendly historical shorts
9540,Joker,TV,comedy shounen thieves basedonamanga hideyasutakahashi
9541,Hamtaro Movie 3: Ham Ham Gran Prix Aurora Tani no Kiseki: Ribbon-chan Kiki Ippatsu,Movie,animalprotagonists familyfriendly hamsters non-humanprotagonists basedonamanga ritsukokawai
9542,Jumping,Movie,environmental shorts
9543,Telepathy Shoujo Ran,TV,scifi psychicpowers schoollife supernatural superpowers basedonanovel
9546,Hustle Punch,TV,animalprotagonists anthropomorphic bears blackandwhite cats familyfriendly non-humanprotagonists basedonamanga
9547,Paboo & Mojies,TV,familyfriendly
9550,Yu-Gi-Oh! Zexal Special,Other,shounen cardbattles basedonamanga
9551,"Pokemon: Hoopa, The Mischief Pokemon",Other,comedy fantasy shounen familyfriendly monsters shorts basedonavideogame
9553,Link Click: Troubles of Ordinary People,Web,chibi chineseanimation
9554,Dinosaur King 2nd Season,TV,dinosaurs familyfriendly basedonavideogame
9555,"Million Arthur: Farewell, Beloved Dancho",DVD S,action comedy fantasy basedonavideogame
9557,Rita et Machin,TV,comedy sliceoflife animalprotagonists dogs non-humanprotagonists shortepisodes basedonanovel
9558,Minky Momo,TV,fantasy magicalgirl agetransformation contemporaryfantasy henshinheroes magic originalwork takeshishudo
9561,Entaku no Kishi Monogatari: Moero Arthur,TV,action adventure europe historical satomimikuriya
9562,Shiseido HG Super Hard,Other,animalprotagonists birds commercials non-humanprotagonists penguins promotional shortepisodes
9564,REACH x Thermae Romae: Pietrada no Kekkon,Other,comedy promotional shorts
9567,Wacky TV Na Na Na,TV,adventure comedy anthropomorphic foodprotagonists non-humanprotagonists shortepisodes worklife originalwork
9569,12-Sai: Chiccha na Mune no Tokimeki,TV,romance shoujo schoollife basedonamanga naomaita
9570,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,TV,josei romance childhoodfriends firefighters shortepisodes smut basedonamanga explicitsex tanishikawano
9571,Hamtaro Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,Movie,animalprotagonists familyfriendly hamsters non-humanprotagonists ritsukokawai
9573,K-On!! Ura-On!!,DVD S,comedy seinen basedona4-komamanga basedonamanga kakifly
9575,Little Lulu to Chicchai Nakama,TV,familyfriendly
9576,Showtime! Uta no Onee-san Datte Shitai,Web,drama romance borderlineh shortepisodes showbiz basedonamanga explicitsex
9578,Kumo no Mori Marcus,Web,animalprotagonists anthropomorphic aviation commercials dogs familyfriendly forest non-humanprotagonists promotional basedonapicturebook cganimation
9579,Pokemon: Pikachu's Rescue Adventure,Movie,adventure fantasy animalprotagonists familyfriendly monsters non-humanprotagonists basedonavideogame
9583,Blood-C,TV,action horror mystery supernatural swordplay explicitviolence productioni.g
9584,Galaxy Cyclone Braiger,TV,action adventure mecha scifi outerspace originalwork
9586,Ganbare! Kakure Ase Project,Web,sliceoflife nodialogue promotional schoollife shorts
9587,Mai Zhu,Movie,comedy chineseanimation crude pigs poverty
9588,A Branch of a Pine Is Tied up,Web,nodialogue shorts stopmotionanimation
9589,Tide-Line Blue,TV,action adventure scifi military ocean post-apocalyptic submarine war originalwork
9590,Azur Lane: Slow Ahead! Hokorashiki Bokou ni Shukusai wo,DVD S,comedy sliceoflife anthropomorphic military militaryschool schoollife shorts basedona4-komamanga basedonamanga hori
9591,Ghost in the Shell: Arise - Logicoma Specials,DVD S,comedy scifi chibi non-humanprotagonists robots
9593,Recorder and Randsell,TV,comedy seinen sliceoflife schoollife shortepisodes siblings basedona4-komamanga basedonamanga memehigashiya
9594,Macross 7 Plus,DVD S,scifi music
9595,Teekyuu 5,TV,comedy shounen gag schoolclub schoollife shortepisodes basedonamanga roots
9596,Dededen,Web,romance sliceoflife animalprotagonists anthropomorphic nodialogue non-humanprotagonists shortepisodes originalwork
9597,Gravion Zwei,TV,comedy mecha scifi originalwork
9598,Night Head 2041,TV,scifi psychicpowers siblings basedonatvseries cganimation
9599,Kanokon Specials,DVD S,ecchi animalcharacteristics christmas valentine'sday nudity  sexualcontent
9600,Dear November boy.,Web,familyfriendly shorts stopmotionanimation originalwork
9601,Inochi Sketch x Mameshiba,Other,commercials foodprotagonists non-humanprotagonists promotional
9602,Ran,Web,nodialogue rabbits shorts
9603,Inuwari-san Pilot,Other,comedy animalprotagonists non-humanprotagonists police shorts cganimation
9604,Wolf Children x House Shokuhin Stew,Other,sliceoflife promotional
9605,Monster Rancher,TV,action adventure fantasy monster-of-the-week monsters personinastrangeworld basedonavideogame
9606,He is My Master,TV,comedy ecchi harem shounen debt lifestylechange maids mansion basedonamanga nudity mattsu
9607,Pokemon: Pichu Bros. in Party Panic,Other,fantasy animalprotagonists familyfriendly monsters non-humanprotagonists basedonavideogame
9608,Hakata Bus Terminal Gorou,Web,comedy shortepisodes
9609,Gundam Build Divers: Battlogue,Web,action mecha scifi
9610,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,Web,comedy foodandbeverage shorts
9613,Doki Doki School Hours,TV,comedy seinen schoollife basedona4-komamanga basedonamanga tamamiomose
9614,"Stella Women's Academy, High School Division Class C3",TV,comedy seinen guns schoolclub schoollife basedonamanga ikoma
9616,Youkai Ningen Bem: Part II,Other,horror demons japanesemythology superheroes supernatural youkai originalwork
9617,Ohayou Hakushon Daimaou ZIP!,Other,comedy genies parody shortepisodes flashanimation
9618,Kamisama Minarai: Himitsu no Cocotama,TV,fantasy sliceoflife familyfriendly
9619,Mighty Orbots,TV,adventure mecha scifi combiningmecha episodic non-humanprotagonists robots sentientmecha superrobot transformingmecha
9622,"Mattsu, Yamma and Moburi: The Mystery of the Seven Gems and the Flying Castle",Web,adventure fantasy shorts originalwork
9624,Dinosaur Biyori,TV,sliceoflife animalprotagonists anthropomorphic dinosaurs non-humanprotagonists roommates shortepisodes originalwork
9627,Qiang Niang,Web,action mecha scifi chineseanimation guns
9630,Candy Candy: The Call of Spring,Movie,drama romance america basedonanovel keikonagita
9631,Otoko Ippiki Gaki Daishou,TV,action drama shounen delinquents shortepisodes basedonamanga
9633,"Mattsu, Yamma and Moburi 2: Navy's Treasure and Islands with Mystery to Be Hunted",Web,adventure fantasy shorts originalwork
9634,Oraa Guzura Dado (1987),TV,comedy animalprotagonists dragons familyfriendly non-humanprotagonists originalwork
9635,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (web)",Web,comedy cars promotional shortepisodes
9637,Zettai Zetsumei Dangerous Jii-san 3rd Season,TV,comedy basedonamanga kazutoshisoyama
9638,Miss Monochrome 3,TV,comedy sliceoflife androids idols music non-humanprotagonists robots shortepisodes showbiz vocaloid originalwork
9639,Mass Effect: Paragon Lost,Movie,action scifi aliens outerspace basedonavideogame
9640,Karasu Tengu Kabuto,TV,action adventure drama shounen swordplay basedonamanga buichiterasawa
9641,Lalala Lala-chan,TV,adventure fantasy animalprotagonists familyfriendly non-humanprotagonists shortepisodes
9642,Nihon Mukashibanashi: Saru Kani,Movie,fantasy animalprotagonists non-humanprotagonists shorts
9646,Fastening Days 3,Web,action scifi promotional shortepisodes
9647,Daphne in the Brilliant Blue,TV,action ecchi scifi bountyhunters originalwork
9648,Gakumon! Ookami Shoujo wa Kujikenai,Web,comedy fantasy shounen monsterschool schoollife shortepisodes basedonamanga robinsonharuhara
9651,YU-NO: A Girl Who Chants Love at the Bound of This World,TV,drama ecchi mystery romance scifi timetravel basedonaneroge basedonavisualnovel maturethemes  suicide  violence
9653,Ocha-ken: Chokotto Monogatari,TV,sliceoflife animalprotagonists dogs familyfriendly foodprotagonists non-humanprotagonists shortepisodes
9655,"Slime Boukenki: Umi da, Yeah!",Other,adventure fantasy monsters shorts slimes basedonavideogame
9657,Hamtaro Movie 2: Ham Ham Ham~Jya! Maboroshi no Princess,Movie,animalprotagonists familyfriendly hamsters non-humanprotagonists ritsukokawai
9658,Henkei Sakuhin Dai 1-ban,Movie,abstract nodialogue shorts
9659,Baku Tech! Bakugan Gachi: Tokubetsu-hen,Web,shounen cardbattles proxybattles basedonamanga
9660,Shaman King Mini Anime: Funbari Onsen Hanjouki,Web,chibi shortepisodes basedonamanga
9662,Adult Swim Festival 2019 Animation,Other,abstract promotional shorts
9663,Birthday Boy,Movie,koreananimation shorts originalwork
